Date: 2024-11-10 | Time: 04:56:00 | Transition: surprise -> surprise | Duration: 1.9s | Scores: {'angry': 0.39, 'disgust': 0.12, 'fear': 0.29, 'happy': 0.76, 'sad': 0.23, 'surprise': 0.71, 'neutral': 0.78}
Date: 2024-12-13 | Time: 11:07:00 | Transition: happy -> neutral | Duration: 0.5s | Scores: {'angry': 0.37, 'disgust': 0.25, 'fear': 0.12, 'happy': 0.55, 'sad': 0.24, 'surprise': 0.59, 'neutral': 0.85}
Date: 2024-12-13 | Time: 18:02:00 | Transition: neutral -> disgust | Duration: 0.29s | Scores: {'angry': 0.32, 'disgust': 0.25, 'fear': 0.2, 'happy': 0.34, 'sad': 0.06, 'surprise': 0.13, 'neutral': 0.39}
Date: 2024-12-13 | Time: 18:09:00 | Transition: angry -> neutral | Duration: 1.93s | Scores: {'angry': 0.25, 'disgust': 0.09, 'fear': 0.19, 'happy': 0.82, 'sad': 0.14, 'surprise': 0.56, 'neutral': 0.64}
Date: 2024-12-14 | Time: 01:13:00 | Transition: disgust -> happy | Duration: 1.92s | Scores: {'angry': 0.36, 'disgust': 0.17, 'fear': 0.08, 'happy': 0.75, 'sad': 0.26, 'surprise': 0.78, 'neutral': 0.73}
Date: 2024-12-14 | Time: 04:13:00 | Transition: fear -> neutral | Duration: 1.9s | Scores: {'angry': 0.24, 'disgust': 0.23, 'fear': 0.29, 'happy': 0.89, 'sad': 0.22, 'surprise': 0.89, 'neutral': 0.78}
Date: 2024-12-14 | Time: 04:18:00 | Transition: sad -> happy | Duration: 0.22s | Scores: {'angry': 0.06, 'disgust': 0.2, 'fear': 0.11, 'happy': 0.72, 'sad': 0.06, 'surprise': 0.8, 'neutral': 0.74}
Date: 2024-12-14 | Time: 05:06:00 | Transition: surprise -> happy | Duration: 0.21s | Scores: {'angry': 0.39, 'disgust': 0.22, 'fear': 0.1, 'happy': 0.57, 'sad': 0.21, 'surprise': 0.87, 'neutral': 0.59}
Date: 2024-12-14 | Time: 06:39:00 | Transition: disgust -> surprise | Duration: 0.96s | Scores: {'angry': 0.09, 'disgust': 0.17, 'fear': 0.17, 'happy': 0.64, 'sad': 0.25, 'surprise': 0.61, 'neutral': 0.58}
Date: 2024-12-14 | Time: 10:30:00 | Transition: surprise -> angry | Duration: 0.66s | Scores: {'angry': 0.08, 'disgust': 0.24, 'fear': 0.13, 'happy': 0.18, 'sad': 0.16, 'surprise': 0.39, 'neutral': 0.32}
Date: 2024-12-14 | Time: 13:22:00 | Transition: neutral -> surprise | Duration: 0.87s | Scores: {'angry': 0.16, 'disgust': 0.14, 'fear': 0.07, 'happy': 0.56, 'sad': 0.26, 'surprise': 0.88, 'neutral': 0.69}
Date: 2024-12-14 | Time: 13:39:00 | Transition: angry -> happy | Duration: 0.4s | Scores: {'angry': 0.18, 'disgust': 0.3, 'fear': 0.11, 'happy': 0.68, 'sad': 0.26, 'surprise': 0.76, 'neutral': 0.61}
Date: 2024-12-14 | Time: 15:18:00 | Transition: surprise -> happy | Duration: 0.41s | Scores: {'angry': 0.33, 'disgust': 0.09, 'fear': 0.06, 'happy': 0.69, 'sad': 0.12, 'surprise': 0.79, 'neutral': 0.69}
Date: 2024-12-14 | Time: 15:34:00 | Transition: surprise -> surprise | Duration: 0.64s | Scores: {'angry': 0.11, 'disgust': 0.29, 'fear': 0.12, 'happy': 0.83, 'sad': 0.08, 'surprise': 0.85, 'neutral': 0.83}
Date: 2024-12-14 | Time: 15:36:00 | Transition: disgust -> surprise | Duration: 1.41s | Scores: {'angry': 0.28, 'disgust': 0.11, 'fear': 0.11, 'happy': 0.79, 'sad': 0.2, 'surprise': 0.88, 'neutral': 0.6}
Date: 2025-03-06 | Time: 14:18:46 | Transition: neutral -> happy | Duration: 2.12s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.89, 'sad': 0.01, 'surprise': 0.03, 'neutral': 0.03}
Date: 2025-03-06 | Time: 14:18:56 | Transition: happy -> sad | Duration: 9.94s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.27, 'sad': 0.34, 'surprise': 0.07, 'neutral': 0.18}
Date: 2025-03-06 | Time: 14:18:56 | Transition: sad -> happy | Duration: 0.31s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.44, 'sad': 0.19, 'surprise': 0.1, 'neutral': 0.03}
Date: 2025-03-06 | Time: 14:18:56 | Transition: happy -> sad | Duration: 0.14s | Scores: {'angry': 0.25, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.05, 'sad': 0.58, 'surprise': 0.01, 'neutral': 0.05}
Date: 2025-03-06 | Time: 14:18:56 | Transition: sad -> happy | Duration: 0.15s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.54, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.04}
Date: 2025-03-06 | Time: 14:18:57 | Transition: happy -> neutral | Duration: 0.29s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.18, 'sad': 0.08, 'surprise': 0.02, 'neutral': 0.32}
Date: 2025-03-06 | Time: 14:18:57 | Transition: neutral -> happy | Duration: 0.65s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.35, 'sad': 0.3, 'surprise': 0.02, 'neutral': 0.17}
Date: 2025-03-06 | Time: 14:18:57 | Transition: happy -> sad | Duration: 0.16s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.3, 'sad': 0.42, 'surprise': 0.03, 'neutral': 0.03}
Date: 2025-03-06 | Time: 14:18:58 | Transition: sad -> happy | Duration: 0.22s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.63, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.21}
Date: 2025-03-06 | Time: 14:18:58 | Transition: happy -> neutral | Duration: 0.44s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.16, 'sad': 0.11, 'surprise': 0.01, 'neutral': 0.52}
Date: 2025-03-06 | Time: 14:18:58 | Transition: neutral -> happy | Duration: 0.18s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.46, 'sad': 0.22, 'surprise': 0.01, 'neutral': 0.22}
Date: 2025-03-06 | Time: 14:18:59 | Transition: happy -> angry | Duration: 0.43s | Scores: {'angry': 0.46, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.29, 'sad': 0.06, 'surprise': 0.02, 'neutral': 0.07}
Date: 2025-03-06 | Time: 14:18:59 | Transition: angry -> happy | Duration: 0.66s | Scores: {'angry': 0.25, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.43, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-06 | Time: 14:19:00 | Transition: happy -> sad | Duration: 0.21s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.25, 'sad': 0.38, 'surprise': 0.02, 'neutral': 0.19}
Date: 2025-03-06 | Time: 14:19:00 | Transition: sad -> happy | Duration: 0.16s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.39, 'sad': 0.18, 'surprise': 0.06, 'neutral': 0.21}
Date: 2025-03-06 | Time: 14:19:00 | Transition: happy -> neutral | Duration: 0.22s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.1, 'sad': 0.31, 'surprise': 0.03, 'neutral': 0.34}
Date: 2025-03-06 | Time: 14:19:01 | Transition: neutral -> happy | Duration: 0.79s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.51, 'sad': 0.1, 'surprise': 0.06, 'neutral': 0.1}
Date: 2025-03-06 | Time: 14:19:23 | Transition: happy -> neutral | Duration: 22.61s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.19, 'sad': 0.07, 'surprise': 0.02, 'neutral': 0.5}
Date: 2025-03-06 | Time: 14:19:26 | Transition: neutral -> happy | Duration: 2.47s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.46, 'sad': 0.04, 'surprise': 0.04, 'neutral': 0.35}
Date: 2025-03-06 | Time: 14:19:27 | Transition: happy -> neutral | Duration: 1.22s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.4, 'sad': 0.03, 'surprise': 0.02, 'neutral': 0.48}
Date: 2025-03-06 | Time: 14:19:33 | Transition: neutral -> fear | Duration: 6.14s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.38, 'happy': 0.04, 'sad': 0.14, 'surprise': 0.08, 'neutral': 0.27}
Date: 2025-03-06 | Time: 14:19:34 | Transition: fear -> neutral | Duration: 0.44s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.05, 'surprise': 0.02, 'neutral': 0.73}
Date: 2025-03-06 | Time: 14:19:34 | Transition: neutral -> happy | Duration: 0.55s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.38, 'sad': 0.06, 'surprise': 0.03, 'neutral': 0.31}
Date: 2025-03-06 | Time: 14:19:35 | Transition: happy -> neutral | Duration: 0.42s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.16, 'sad': 0.08, 'surprise': 0.06, 'neutral': 0.43}
Date: 2025-03-06 | Time: 14:20:44 | Transition: neutral -> happy | Duration: 69.06s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.48, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.25}
Date: 2025-03-06 | Time: 14:21:24 | Transition: happy -> neutral | Duration: 40.34s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.18, 'sad': 0.15, 'surprise': 0.02, 'neutral': 0.38}
Date: 2025-03-06 | Time: 14:21:50 | Transition: neutral -> happy | Duration: 26.06s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.44, 'sad': 0.08, 'surprise': 0.01, 'neutral': 0.28}
Date: 2025-03-06 | Time: 14:21:51 | Transition: happy -> neutral | Duration: 0.48s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.28, 'sad': 0.07, 'surprise': 0.01, 'neutral': 0.45}
Date: 2025-03-06 | Time: 14:27:47 | Transition: fear -> happy | Duration: 0.73s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.31, 'sad': 0.18, 'surprise': 0.03, 'neutral': 0.24}
Date: 2025-03-06 | Time: 14:27:48 | Transition: happy -> sad | Duration: 0.29s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.07, 'sad': 0.35, 'surprise': 0.01, 'neutral': 0.19}
Date: 2025-03-06 | Time: 14:27:48 | Transition: sad -> fear | Duration: 0.21s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.18, 'sad': 0.22, 'surprise': 0.03, 'neutral': 0.13}
Date: 2025-03-06 | Time: 14:27:51 | Transition: fear -> sad | Duration: 3.38s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.02, 'sad': 0.37, 'surprise': 0.04, 'neutral': 0.19}
Date: 2025-03-06 | Time: 14:27:51 | Transition: sad -> fear | Duration: 0.18s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.36, 'happy': 0.08, 'sad': 0.09, 'surprise': 0.09, 'neutral': 0.14}
Date: 2025-03-06 | Time: 14:27:52 | Transition: fear -> angry | Duration: 0.21s | Scores: {'angry': 0.35, 'disgust': 0.01, 'fear': 0.29, 'happy': 0.22, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.09}
Date: 2025-03-06 | Time: 14:27:52 | Transition: angry -> neutral | Duration: 0.22s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.36, 'sad': 0.03, 'surprise': 0.01, 'neutral': 0.39}
Date: 2025-03-06 | Time: 14:27:52 | Transition: neutral -> happy | Duration: 0.21s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.88, 'sad': 0.01, 'surprise': 0.01, 'neutral': 0.05}
Date: 2025-03-06 | Time: 14:27:53 | Transition: happy -> neutral | Duration: 1.17s | Scores: {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.39, 'sad': 0.02, 'surprise': 0.01, 'neutral': 0.56}
Date: 2025-03-06 | Time: 14:27:54 | Transition: neutral -> fear | Duration: 1.17s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.16, 'sad': 0.2, 'surprise': 0.12, 'neutral': 0.07}
Date: 2025-03-06 | Time: 14:27:55 | Transition: fear -> angry | Duration: 0.24s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.24, 'sad': 0.15, 'surprise': 0.09, 'neutral': 0.09}
Date: 2025-03-06 | Time: 14:27:55 | Transition: angry -> neutral | Duration: 0.28s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.04, 'sad': 0.04, 'surprise': 0.05, 'neutral': 0.76}
Date: 2025-03-06 | Time: 14:27:58 | Transition: neutral -> fear | Duration: 3.08s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.16, 'sad': 0.06, 'surprise': 0.08, 'neutral': 0.32}
Date: 2025-03-06 | Time: 14:27:58 | Transition: fear -> neutral | Duration: 0.21s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.01, 'sad': 0.04, 'surprise': 0.01, 'neutral': 0.69}
Date: 2025-03-06 | Time: 14:27:58 | Transition: neutral -> fear | Duration: 0.21s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.44, 'happy': 0.03, 'sad': 0.05, 'surprise': 0.07, 'neutral': 0.32}
Date: 2025-03-06 | Time: 14:27:59 | Transition: fear -> neutral | Duration: 0.23s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.17, 'sad': 0.05, 'surprise': 0.04, 'neutral': 0.51}
Date: 2025-03-06 | Time: 14:28:01 | Transition: neutral -> happy | Duration: 2.12s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.4, 'sad': 0.07, 'surprise': 0.06, 'neutral': 0.15}
Date: 2025-03-06 | Time: 14:28:01 | Transition: happy -> neutral | Duration: 0.25s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.05, 'sad': 0.17, 'surprise': 0.01, 'neutral': 0.5}
Date: 2025-03-06 | Time: 14:28:02 | Transition: neutral -> fear | Duration: 0.71s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.35, 'happy': 0.05, 'sad': 0.15, 'surprise': 0.05, 'neutral': 0.35}
Date: 2025-03-06 | Time: 14:28:02 | Transition: fear -> neutral | Duration: 0.25s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.1, 'sad': 0.13, 'surprise': 0.03, 'neutral': 0.42}
Date: 2025-03-06 | Time: 14:28:02 | Transition: neutral -> fear | Duration: 0.20s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.45, 'happy': 0.06, 'sad': 0.11, 'surprise': 0.08, 'neutral': 0.27}
Date: 2025-03-06 | Time: 14:28:03 | Transition: fear -> neutral | Duration: 0.41s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.07, 'sad': 0.07, 'surprise': 0.03, 'neutral': 0.51}
Date: 2025-03-06 | Time: 14:28:04 | Transition: neutral -> happy | Duration: 1.32s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.51, 'sad': 0.02, 'surprise': 0.03, 'neutral': 0.3}
Date: 2025-03-06 | Time: 14:28:05 | Transition: happy -> neutral | Duration: 1.45s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.28, 'happy': 0.29, 'sad': 0.05, 'surprise': 0.04, 'neutral': 0.33}
Date: 2025-03-06 | Time: 14:28:06 | Transition: neutral -> happy | Duration: 0.50s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.39, 'sad': 0.1, 'surprise': 0.02, 'neutral': 0.29}
Date: 2025-03-06 | Time: 14:28:06 | Transition: happy -> fear | Duration: 0.51s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.26, 'sad': 0.18, 'surprise': 0.03, 'neutral': 0.11}
Date: 2025-03-06 | Time: 14:28:07 | Transition: fear -> neutral | Duration: 0.46s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.16, 'sad': 0.2, 'surprise': 0.01, 'neutral': 0.31}
Date: 2025-03-06 | Time: 14:28:07 | Transition: neutral -> fear | Duration: 0.47s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.17, 'sad': 0.22, 'surprise': 0.06, 'neutral': 0.1}
Date: 2025-03-06 | Time: 14:28:08 | Transition: fear -> neutral | Duration: 0.47s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.08, 'sad': 0.14, 'surprise': 0.01, 'neutral': 0.52}
Date: 2025-03-06 | Time: 14:28:09 | Transition: neutral -> fear | Duration: 1.41s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.43, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.05, 'neutral': 0.37}
Date: 2025-03-06 | Time: 14:28:11 | Transition: fear -> neutral | Duration: 1.38s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.48}
Date: 2025-03-06 | Time: 14:28:11 | Transition: neutral -> fear | Duration: 0.49s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.58, 'happy': 0.02, 'sad': 0.08, 'surprise': 0.03, 'neutral': 0.2}
Date: 2025-03-06 | Time: 14:28:12 | Transition: fear -> neutral | Duration: 1.43s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.35, 'happy': 0.01, 'sad': 0.18, 'surprise': 0.02, 'neutral': 0.36}
Date: 2025-03-06 | Time: 14:28:15 | Transition: neutral -> fear | Duration: 2.50s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.39, 'happy': 0.01, 'sad': 0.1, 'surprise': 0.04, 'neutral': 0.39}
Date: 2025-03-06 | Time: 14:28:17 | Transition: fear -> neutral | Duration: 1.96s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.01, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.59}
Date: 2025-03-06 | Time: 14:28:17 | Transition: neutral -> fear | Duration: 0.49s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.02, 'neutral': 0.37}
Date: 2025-03-06 | Time: 14:28:18 | Transition: fear -> neutral | Duration: 0.47s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.01, 'sad': 0.17, 'surprise': 0.01, 'neutral': 0.67}
Date: 2025-03-06 | Time: 14:28:18 | Transition: neutral -> fear | Duration: 0.48s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.53, 'happy': 0.02, 'sad': 0.17, 'surprise': 0.04, 'neutral': 0.17}
Date: 2025-03-06 | Time: 14:28:19 | Transition: fear -> neutral | Duration: 0.50s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.01, 'sad': 0.15, 'surprise': 0.03, 'neutral': 0.54}
Date: 2025-03-06 | Time: 14:28:20 | Transition: neutral -> fear | Duration: 1.00s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.47, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.1, 'neutral': 0.22}
Date: 2025-03-06 | Time: 14:28:20 | Transition: fear -> neutral | Duration: 0.49s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.0, 'sad': 0.22, 'surprise': 0.01, 'neutral': 0.44}
Date: 2025-03-06 | Time: 14:28:22 | Transition: neutral -> fear | Duration: 2.08s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.01, 'sad': 0.2, 'surprise': 0.02, 'neutral': 0.34}
Date: 2025-03-06 | Time: 14:28:23 | Transition: fear -> neutral | Duration: 0.55s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.03, 'sad': 0.17, 'surprise': 0.02, 'neutral': 0.63}
Date: 2025-03-06 | Time: 14:28:24 | Transition: neutral -> fear | Duration: 1.14s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.68, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.1, 'neutral': 0.11}
Date: 2025-03-06 | Time: 14:28:24 | Transition: fear -> neutral | Duration: 0.19s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.01, 'sad': 0.21, 'surprise': 0.03, 'neutral': 0.58}
Date: 2025-03-06 | Time: 14:28:25 | Transition: neutral -> sad | Duration: 0.22s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.02, 'sad': 0.31, 'surprise': 0.03, 'neutral': 0.27}
Date: 2025-03-06 | Time: 14:28:25 | Transition: sad -> happy | Duration: 0.23s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.44, 'sad': 0.07, 'surprise': 0.03, 'neutral': 0.23}
Date: 2025-03-06 | Time: 14:28:27 | Transition: happy -> neutral | Duration: 2.67s | Scores: {'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.02, 'sad': 0.03, 'surprise': 0.0, 'neutral': 0.94}
Date: 2025-03-06 | Time: 14:28:34 | Transition: neutral -> fear | Duration: 6.35s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.39, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.05, 'neutral': 0.39}
Date: 2025-03-06 | Time: 14:28:34 | Transition: fear -> neutral | Duration: 0.37s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.17, 'sad': 0.06, 'surprise': 0.0, 'neutral': 0.66}
Date: 2025-03-06 | Time: 14:28:35 | Transition: neutral -> fear | Duration: 1.31s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.25, 'sad': 0.05, 'surprise': 0.23, 'neutral': 0.07}
Date: 2025-03-06 | Time: 14:28:36 | Transition: fear -> happy | Duration: 0.41s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.65, 'sad': 0.03, 'surprise': 0.09, 'neutral': 0.05}
Date: 2025-03-06 | Time: 14:28:37 | Transition: happy -> neutral | Duration: 0.84s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.28, 'happy': 0.03, 'sad': 0.16, 'surprise': 0.06, 'neutral': 0.36}
Date: 2025-03-06 | Time: 14:28:38 | Transition: neutral -> happy | Duration: 1.74s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.71, 'sad': 0.02, 'surprise': 0.02, 'neutral': 0.11}
Date: 2025-03-06 | Time: 14:28:40 | Transition: happy -> neutral | Duration: 1.24s | Scores: {'angry': 0.04, 'disgust': 0.01, 'fear': 0.08, 'happy': 0.04, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.57}
Date: 2025-03-06 | Time: 14:28:44 | Transition: neutral -> sad | Duration: 4.06s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.24, 'sad': 0.26, 'surprise': 0.01, 'neutral': 0.13}
Date: 2025-03-07 | Time: 15:40:41 | Transition: sad -> angry | Duration: 6.28s | Scores: {'angry': 0.63, 'disgust': 0.01, 'fear': 0.02, 'happy': 0.05, 'sad': 0.2, 'surprise': 0.04, 'neutral': 0.05}
Date: 2025-03-07 | Time: 15:40:42 | Transition: angry -> sad | Duration: 0.88s | Scores: {'angry': 0.35, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.01, 'sad': 0.55, 'surprise': 0.02, 'neutral': 0.02}
Date: 2025-03-07 | Time: 15:40:42 | Transition: sad -> angry | Duration: 0.73s | Scores: {'angry': 0.48, 'disgust': 0.03, 'fear': 0.06, 'happy': 0.08, 'sad': 0.3, 'surprise': 0.03, 'neutral': 0.03}
Date: 2025-03-07 | Time: 15:40:44 | Transition: angry -> sad | Duration: 1.54s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.15, 'sad': 0.4, 'surprise': 0.02, 'neutral': 0.08}
Date: 2025-03-07 | Time: 15:40:44 | Transition: sad -> angry | Duration: 0.20s | Scores: {'angry': 0.48, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.19, 'sad': 0.21, 'surprise': 0.03, 'neutral': 0.04}
Date: 2025-03-07 | Time: 15:40:45 | Transition: angry -> sad | Duration: 1.29s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.25, 'sad': 0.34, 'surprise': 0.17, 'neutral': 0.11}
Date: 2025-03-07 | Time: 15:40:46 | Transition: sad -> happy | Duration: 0.35s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.49, 'sad': 0.09, 'surprise': 0.12, 'neutral': 0.27}
Date: 2025-03-07 | Time: 15:40:48 | Transition: happy -> surprise | Duration: 2.69s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.21, 'sad': 0.08, 'surprise': 0.53, 'neutral': 0.13}
Date: 2025-03-07 | Time: 15:40:50 | Transition: surprise -> sad | Duration: 1.43s | Scores: {'angry': 0.12, 'disgust': 0.01, 'fear': 0.08, 'happy': 0.13, 'sad': 0.46, 'surprise': 0.02, 'neutral': 0.17}
Date: 2025-03-07 | Time: 15:40:52 | Transition: sad -> happy | Duration: 1.99s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.39, 'sad': 0.23, 'surprise': 0.01, 'neutral': 0.02}
Date: 2025-03-07 | Time: 15:40:52 | Transition: happy -> angry | Duration: 0.45s | Scores: {'angry': 0.49, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.2, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-07 | Time: 15:40:53 | Transition: angry -> happy | Duration: 0.20s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.37, 'sad': 0.18, 'surprise': 0.04, 'neutral': 0.07}
Date: 2025-03-07 | Time: 15:40:53 | Transition: happy -> neutral | Duration: 0.43s | Scores: {'angry': 0.14, 'disgust': 0.02, 'fear': 0.04, 'happy': 0.27, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.36}
Date: 2025-03-07 | Time: 15:40:53 | Transition: neutral -> sad | Duration: 0.19s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.02, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.14}
Date: 2025-03-07 | Time: 15:40:55 | Transition: sad -> neutral | Duration: 1.61s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.1, 'sad': 0.3, 'surprise': 0.01, 'neutral': 0.33}
